competence_programmation,competence_math,competence_physique,competence_electronique,competence_mecanique,competence_chimie,interet_aviation,interet_informatique,interet_donnees,interet_securite,interet_robotique,interet_energie,interet_cartographie,interet_automobile,trait_analytique,trait_creatif,trait_rigoureux,trait_aventureux,trait_methodique,moyenne_math,moyenne_physique,moyenne_informatique,moyenne_generale,filiere_cible
4,4,7,2,5,3,3,6,5,8,5,6,8,5,6,4,4,8,5,12.845770079199786,10.085230442802267,10.818035597237351,10.305869298121273,Cybersécurité
6,10,7,3,4,6,4,9,5,8,3,4,5,4,5,3,5,5,4,8.659577543750226,9.30235134378136,16.36089330620832,11.117194235704265,Génie Logiciel
7,9,6,7,6,6,4,8,3,3,6,3,7,5,4,6,8,5,3,10.974658674223782,9.191674005710532,17.43801864976662,13.12754286192574,Génie Logiciel
6,5,4,8,3,3,2,7,2,7,6,5,3,4,4,5,6,2,8,9.815333293995199,9.60071639610976,12.286324075970525,10.259052936997811,Pétrochimie
6,5,9,6,4,2,9,6,7,3,7,3,4,6,4,6,3,7,2,9.235593897129872,12.530089594987615,8.724296606781254,12.919760558920178,Aéronautique
3,3,3,3,2,4,4,6,5,3,5,3,6,5,5,4,3,8,7,12.475922885366915,10.375294320210617,13.091924023602026,10.321388944456867,Pétrochimie
5,4,7,6,7,8,6,5,2,4,7,6,7,3,6,2,6,6,2,13.032482374348728,11.792501200953232,12.42995199963402,12.522384029125043,Pétrochimie
2,7,8,7,4,6,8,6,7,5,2,7,5,4,5,4,4,5,6,13.207030878942632,13.224153282473203,12.530721567327381,11.431572025334937,Pilotage
10,10,5,4,3,4,4,7,4,8,4,5,6,4,6,8,8,6,4,8.620001014490908,11.670460145747827,16.407004839124347,8.155624226286683,Big Data
10,10,3,6,3,6,6,8,3,4,6,5,6,7,3,7,7,7,4,10.935440932428286,12.557517876514144,16.084883775701392,11.640452179135508,Génie Logiciel
6,4,7,5,6,4,3,5,6,3,6,2,7,2,7,5,6,4,6,11.99234022844664,9.827762980039662,9.395552381255499,13.248269081163336,Topographie
7,4,7,8,4,5,9,4,7,2,7,5,4,7,6,4,3,7,4,12.234586627793359,15.756371244298698,11.988825392201882,12.952419516972308,Pilotage
10,8,5,4,5,6,6,10,7,5,3,3,5,6,2,6,4,6,4,10.890494193801114,11.717413366462477,17.044256751107728,10.069219028962314,Big Data
6,4,6,5,5,3,8,3,4,3,6,3,8,3,7,6,4,5,5,12.736726402216012,11.320221697031426,10.8439805635524,8.642196239616522,Objets Connectés (IoT)
8,10,2,3,7,8,4,8,7,8,3,4,6,6,4,8,5,5,3,8.559315021380485,9.237606857441111,13.400123491342676,8.138364129172889,Big Data
4,3,6,8,6,7,2,6,2,4,5,5,5,4,7,4,4,3,2,9.266277950558111,12.928169262476302,8.7587747570958,13.315981796517324,Objets Connectés (IoT)
4,6,8,3,5,6,6,6,5,6,6,7,7,4,5,6,4,6,4,12.845610189617105,12.330937409603651,13.885359706717406,12.507050360314047,Objets Connectés (IoT)
6,8,6,6,6,7,9,7,8,5,3,6,4,8,7,3,4,2,6,13.533191796376702,12.201880932098309,13.87441456433859,10.090757088611456,Pilotage
2,6,8,4,3,5,8,3,3,3,2,6,5,4,7,7,6,4,7,10.409977601992463,15.41122154944068,8.810096538022487,11.079971253549111,Aéronautique
5,3,7,6,6,8,4,6,6,7,3,6,8,3,6,5,2,6,6,12.736959225421337,9.382622340757983,12.129054885196778,11.642906845662107,Maintenance Automobile
4,4,4,3,6,8,6,3,5,6,4,7,4,4,3,2,7,4,6,11.85146743422179,11.825912606023785,8.703256999168902,12.442494491573058,Cybersécurité
8,8,3,5,7,6,6,8,7,4,4,5,7,8,8,4,6,7,7,13.738989530942389,9.645419571988295,10.993770611283567,11.93376019541505,Pétrochimie
6,2,5,2,4,4,3,5,3,3,7,3,4,6,3,3,3,4,5,13.46782498624784,10.0294431729402,9.59485455100674,13.019322802466185,Robotique
3,7,3,4,6,6,8,2,6,5,6,7,2,5,6,7,6,5,7,10.213215539268774,9.89798532899804,10.12768996772337,10.89267920339126,Cybersécurité
6,7,6,6,6,4,5,5,3,4,8,6,6,4,7,7,7,4,6,11.27024926587179,8.305043836962433,11.893886425149116,10.381558447684679,Topographie
6,3,8,4,6,4,8,7,7,6,8,6,4,4,4,7,3,3,8,12.027804286151621,13.035658910227735,12.9539882761539,10.439058463887484,Pilotage
10,9,4,5,5,5,5,9,6,5,3,6,3,7,2,4,8,8,6,13.942882078341512,8.122691004237044,14.64965411681252,10.753262582087252,Intelligence Artificielle
4,4,7,6,7,7,9,7,4,7,5,4,4,7,3,5,5,4,7,11.679628628357083,15.336905922206272,10.781788652824442,10.547295424752447,Pilotage
6,4,4,5,4,6,7,6,7,4,4,8,4,3,7,7,4,6,3,11.742579859990958,9.34783794979026,10.885042747515174,10.088008564026477,Pétrochimie
7,7,3,3,4,5,5,3,8,6,3,5,6,6,8,5,6,2,5,13.465273485546495,9.348458612569138,11.356000629812238,11.530554735355466,Robotique
5,3,5,8,4,2,4,5,8,7,6,4,6,7,5,7,7,7,2,10.590907868374146,10.215664656051228,10.378848289354867,9.27415789878111,Cybersécurité
6,4,5,3,7,7,4,5,2,3,7,7,7,7,4,4,6,2,6,13.067460079203828,11.009474997262336,11.879408614863502,10.759403423603429,Robotique
5,4,4,6,4,6,5,3,5,5,4,5,6,5,3,7,6,6,3,13.683695711473398,10.698617027437816,10.455617462237868,10.272316951447195,Maintenance Automobile
7,7,5,4,4,3,4,7,3,4,2,6,3,4,7,8,6,8,5,11.864875183182573,9.92080557542721,10.885964044608034,12.782625566124413,Objets Connectés (IoT)
8,9,7,5,6,5,5,9,6,2,5,5,3,6,7,6,5,6,5,11.80921630837235,12.549325525006136,15.267669886499368,10.547351036777833,Génie Logiciel
4,8,6,6,2,7,6,4,5,5,8,3,6,5,8,5,6,4,3,13.299096371682944,9.368295601140849,8.317774553521195,12.001168929737739,Objets Connectés (IoT)
5,7,4,2,3,3,5,3,5,4,6,6,6,6,3,8,3,7,7,13.179835061007678,13.436927846463565,11.387534162398971,9.615660215421595,Robotique
6,3,4,6,5,4,6,6,6,4,4,4,2,3,6,6,6,4,4,12.977336310404215,8.05802723124572,11.584072858813862,13.432914803447499,Pétrochimie
6,5,10,6,5,3,8,5,2,8,5,3,4,6,3,7,6,3,8,12.23388662473913,15.946936564686153,12.075379993421269,13.682012295876476,Pilotage
5,5,3,4,4,8,7,7,4,4,5,3,5,5,4,5,8,3,3,9.968686479105397,8.06875536891495,12.961053006871754,8.247668927539156,Cybersécurité
5,5,6,4,7,8,4,6,6,4,7,2,7,4,2,4,4,5,4,8.841176729665111,13.636820811846656,10.691935183347152,12.602938125218301,Pétrochimie
10,7,7,3,5,6,6,7,6,3,8,5,6,5,7,4,3,5,6,12.713581659595151,10.654206757628145,13.041254306883157,12.505868568230852,Génie Logiciel
4,4,7,5,5,3,9,7,6,7,6,6,5,3,5,4,8,7,3,8.612567035932923,13.52541052263023,10.413498821245732,8.545934371357133,Aéronautique
5,6,7,8,5,4,10,4,6,6,6,4,7,7,4,2,4,5,7,9.625539426623702,12.788658190379106,9.894175341158244,11.576919985712248,Pilotage
8,10,2,3,3,5,5,7,4,4,4,5,3,7,2,2,7,6,4,12.74276643465025,13.962082595091406,15.013380353123779,10.728859630431058,Intelligence Artificielle
3,6,4,6,8,6,8,5,4,7,4,4,6,3,4,4,4,6,4,13.002651747485377,13.215974105175691,9.690000664133347,10.67781908320514,Robotique
4,4,3,4,2,5,5,3,3,4,2,6,8,8,8,5,3,7,5,10.17343902886553,11.755907472259683,11.616330765896222,8.731105975309207,Topographie
6,4,7,5,6,2,5,4,3,2,6,7,3,2,5,4,5,7,2,11.569362292041884,12.472115142535603,12.686575702667682,12.342835057190527,Objets Connectés (IoT)
9,10,3,8,4,6,4,6,2,4,6,5,4,5,5,6,3,3,7,12.208550008656957,9.138098785464038,16.50858645929747,11.22355986909585,Big Data
8,8,6,4,3,3,7,10,6,7,5,6,2,5,6,4,6,4,7,11.615143280849198,10.885187523034888,15.086906752873965,13.584695606718787,Génie Logiciel
6,6,5,5,5,5,4,8,2,7,6,2,5,4,8,6,5,6,5,13.712376185415224,11.68812828058653,13.589974508117482,9.325747190004979,Topographie
7,8,8,7,4,3,10,5,3,7,4,5,6,5,2,7,5,2,6,9.572057460861341,13.38066841495807,10.423601193691491,9.323685129949933,Pilotage
9,7,8,6,8,6,7,7,4,7,4,2,4,5,3,6,7,4,5,13.19994157663291,12.846747174948625,14.995891934483655,10.35373200380287,Génie Logiciel
6,5,8,6,7,6,8,3,2,7,3,3,8,5,6,4,5,3,7,8.964884737644027,14.246679905532579,11.548210721908168,11.686870156531661,Pilotage
4,3,5,6,4,5,4,6,7,6,5,5,4,4,6,6,4,6,4,12.356401238158611,11.086661069285963,8.362191082694505,11.557729812189017,Topographie
10,8,6,6,5,6,5,10,5,5,6,4,3,7,4,5,7,3,7,13.065649443069631,10.656775451882133,14.023860342075384,9.212284491524827,Intelligence Artificielle
9,7,5,8,5,8,4,10,5,4,3,7,6,8,5,8,5,3,5,8.403374392856225,12.81043232030706,17.274818623681277,11.746033488927502,Big Data
4,5,5,6,3,3,7,6,2,6,4,4,8,4,2,6,8,5,8,8.795662080825785,8.175097470570856,9.404229349697514,8.263015571660034,Cybersécurité
3,3,3,4,3,4,5,2,6,3,3,6,3,6,2,3,3,6,6,11.607573737875747,9.689520039399955,13.711168547335008,8.194472410464329,Cybersécurité
8,6,3,7,5,8,2,2,7,6,5,2,6,4,5,5,7,7,5,9.134172750140404,11.70391909734336,8.22905351425706,12.59369718467714,Maintenance Automobile
9,7,8,6,7,5,8,8,5,6,6,3,3,4,8,5,4,4,4,10.11038388951656,10.646665346608778,15.823028074252564,10.792030087623523,Big Data
3,5,6,3,5,3,6,3,4,6,3,5,7,5,7,3,4,4,2,9.013628525136376,10.733007633730423,13.561002991402562,8.623209167574311,Topographie
4,6,6,5,8,6,9,6,5,3,3,6,7,7,7,8,4,2,5,12.016617744040222,15.092150922289594,11.262817615695974,8.353942996347858,Aéronautique
4,8,6,7,5,3,3,8,8,4,3,5,4,6,7,2,6,3,5,13.624741429916462,12.01376816346879,11.951198578151452,8.591681737018025,Cybersécurité
5,6,2,3,6,6,3,4,3,5,4,5,4,5,4,3,4,6,3,10.227815904381513,10.750453294564013,10.698656456865397,9.69798839464277,Objets Connectés (IoT)
6,6,2,4,8,4,5,6,4,5,5,6,5,5,6,5,5,4,4,11.504660680325031,12.19338460244619,10.547686561675196,9.875921799710989,Topographie
4,4,5,5,3,7,7,5,5,5,6,7,5,5,2,6,3,4,5,11.835212058991523,8.83194566773127,10.009295079114503,13.19599958182059,Cybersécurité
4,3,5,3,2,7,3,6,6,4,2,3,6,6,5,4,4,6,6,12.549270374419985,12.826742153006187,13.56254916071397,11.43260735141096,Cybersécurité
5,4,5,2,6,6,6,5,6,5,7,6,6,7,3,4,4,2,6,12.313316612546023,8.055955260084474,10.073788800339024,8.966442342365253,Pétrochimie
5,3,8,3,3,5,9,3,8,5,5,7,5,5,4,5,4,3,5,10.78621233199301,14.298296822150318,11.452919018981287,13.310950969905214,Pilotage
5,2,10,5,6,3,10,3,4,6,4,7,3,4,7,3,3,6,3,8.3825474611108,16.21036894432546,8.623714291618484,8.893299533130097,Pilotage
6,7,5,8,7,2,4,5,4,3,6,3,5,2,8,4,3,6,4,8.584736647256621,9.952916934767863,9.175862687192915,12.686418229969755,Pétrochimie
5,5,3,2,3,8,4,4,5,7,7,3,7,3,6,5,6,3,3,8.539440875513947,8.889188166679006,8.515159663282505,9.880581044842927,Cybersécurité
3,2,8,3,3,5,10,6,8,6,7,4,8,5,4,4,8,6,4,12.065195589563501,12.758339600272752,10.371703550804533,8.62180593612712,Pilotage
3,4,5,3,5,4,5,8,6,4,4,6,3,8,4,8,6,6,6,12.165639868723105,9.001306439159913,13.613114889307571,11.736421876586578,Maintenance Automobile
3,8,3,4,7,4,2,4,2,3,4,5,8,6,5,2,7,5,7,13.999851405909903,10.335002287100012,11.676143287731996,10.448264511692075,Objets Connectés (IoT)
5,7,6,6,3,6,7,7,6,3,4,5,8,4,8,7,6,6,7,11.228091731324156,9.482934686864834,13.244647965435005,9.849349119524764,Objets Connectés (IoT)
7,7,7,7,3,4,5,9,7,2,5,5,6,6,6,6,6,2,3,8.411162841133363,8.067794210262482,17.8459979800127,11.911994370588445,Intelligence Artificielle
2,5,4,6,8,3,6,4,5,4,4,3,4,4,8,4,6,5,3,9.855475936905702,9.945805740983808,13.115310225580373,10.4957926675848,Cybersécurité
7,4,7,6,3,2,5,3,5,6,4,3,8,8,6,3,4,5,6,10.27293868244206,13.69009033150399,10.023420715684725,8.613175468769976,Objets Connectés (IoT)
3,6,8,6,4,3,7,3,6,5,6,3,6,2,6,6,5,6,7,13.411778634518665,12.660675074503281,9.49724971641833,13.009648430290584,Aéronautique
4,5,9,5,6,6,9,4,3,5,5,4,3,7,4,6,5,3,3,11.593539787144078,15.231333434368121,8.19551292340313,10.781019665057514,Pilotage
7,9,5,7,2,7,3,7,6,3,7,7,4,6,5,5,5,2,4,8.743724824390156,11.823081337770558,15.625826498625486,8.34355137763072,Intelligence Artificielle
8,8,2,6,4,5,4,10,6,5,5,3,8,8,5,6,5,2,7,9.25318390682509,8.725615232576871,15.529008682819281,10.92314111482462,Intelligence Artificielle
8,7,7,6,6,8,5,10,3,5,4,3,2,2,4,6,7,8,6,11.66430518060328,12.588188280576304,13.33478603584092,8.676636799633654,Big Data
3,8,7,4,6,2,5,7,6,4,6,5,2,5,5,3,2,2,3,11.037227533299145,13.340626181522186,9.926028062500297,11.649933072321453,Topographie
3,4,4,7,6,4,3,4,4,4,6,5,5,6,5,4,4,5,5,8.59821937742437,13.787692818870283,13.89839016716755,13.856591840891477,Maintenance Automobile
7,7,9,7,3,8,7,4,5,3,4,8,8,7,5,2,7,6,7,11.617086376890446,16.127767712517954,12.09948429488664,11.439812754201025,Pilotage
2,2,8,4,6,7,4,4,8,7,3,5,4,6,6,8,4,5,8,11.043078419704973,9.356660662338589,13.664608608724336,8.28343988652086,Robotique
9,7,6,3,8,7,7,9,2,5,3,5,6,3,6,4,6,7,4,10.209225090431932,11.249202473269104,17.895555363386393,10.279490225051784,Big Data
4,4,8,7,4,5,8,2,5,3,5,2,4,6,2,6,3,3,6,11.455932815643202,16.530967000799677,13.863029821433189,8.000084260232926,Pilotage
4,6,7,4,2,4,10,7,5,3,4,4,4,6,3,4,5,8,7,10.967032385038735,15.785965548605546,13.403651881992685,13.370856572148886,Pilotage
10,10,6,3,4,8,6,8,3,2,3,7,7,5,7,6,3,7,6,11.900822431224316,13.977811031448535,17.238145278186884,9.259553847579468,Big Data
9,10,3,6,7,5,3,7,8,7,3,3,5,3,4,4,4,5,3,13.671031175213741,11.26253787383635,15.739340630537797,12.282716941535975,Intelligence Artificielle
3,6,7,2,8,8,9,6,4,4,7,3,4,5,5,3,5,6,6,11.197846347775169,15.192303054159348,10.119538470440176,9.84758256730029,Aéronautique
6,4,9,2,8,4,10,5,3,5,7,8,3,2,8,4,4,6,4,11.022677381357909,12.055931571260693,11.690590879624747,12.541050162935143,Pilotage
9,9,2,6,8,4,3,6,3,7,6,6,3,4,5,7,4,6,8,11.082603133957058,9.48757444257498,14.792152145955997,11.094245386213892,Big Data
8,3,10,3,6,3,7,6,4,3,7,3,4,8,5,6,4,2,5,9.275824563878984,13.791608440553894,11.2268838083615,11.978207871209023,Aéronautique
2,7,8,5,4,8,7,6,5,8,6,4,3,6,7,4,2,5,6,9.448506028028051,16.52859590436276,12.485788032183619,12.396135099518307,Pilotage
4,7,5,5,7,3,5,3,6,2,2,2,3,2,5,3,7,2,3,8.698703405019032,13.53596592585001,11.80103783238523,8.78728732983706,Cybersécurité
7,8,7,5,6,6,5,3,6,6,6,6,6,7,5,4,4,4,3,13.127490674255235,9.677805808372216,12.60283539809963,12.422517868018009,Maintenance Automobile
10,8,3,8,6,4,4,7,5,3,6,6,5,5,3,5,6,4,6,11.519482960818706,8.275072503403855,13.522847747410541,8.601107763641739,Génie Logiciel
4,3,3,6,4,4,3,4,5,6,7,4,6,3,5,7,7,7,4,13.467308145436224,11.536237621652054,11.187678903435577,10.402366950752489,Maintenance Automobile
5,6,4,6,5,4,5,5,3,7,5,4,7,4,4,3,4,2,3,11.314398017064978,10.213769975022124,10.529548153722043,11.576577102971754,Objets Connectés (IoT)
4,2,6,6,4,2,5,3,8,8,6,5,7,6,4,5,3,4,4,12.228213683619014,8.58877714529883,10.882186429115698,10.10536818052513,Cybersécurité
6,2,10,5,4,5,9,6,2,6,6,2,5,4,5,6,4,6,5,12.923216351773199,16.31328338888016,12.558482820542613,11.762486203024817,Pilotage
6,4,4,6,5,7,3,2,8,3,6,6,4,7,5,6,3,6,5,12.637887156295996,13.795494240326555,12.124420007359426,13.626858823869084,Maintenance Automobile
7,6,2,4,6,5,4,5,7,5,5,3,4,7,5,7,6,2,5,13.264149522890634,11.580773888750219,13.418681320191997,10.301392998776796,Pétrochimie
7,8,3,6,4,3,4,4,5,5,4,8,6,4,6,7,6,6,6,9.63633459155706,11.14510039358739,11.487529681044473,9.711083219876894,Topographie
3,6,10,5,7,4,9,5,5,2,3,3,4,6,5,5,3,3,5,12.281394733491133,14.26365151798461,11.510075780806169,11.13537322944579,Pilotage
6,8,7,4,4,7,4,10,7,5,6,4,5,5,4,6,7,6,6,13.787641836734627,10.563601917677985,13.465722372761007,8.894971299274204,Big Data
7,9,2,4,6,5,6,7,6,6,5,8,6,4,5,5,6,3,6,8.456947203615151,10.072569789276217,16.682559358698615,11.718269654708706,Intelligence Artificielle
4,4,5,5,5,6,5,5,3,6,5,3,4,7,4,3,2,4,7,11.564103145170147,12.177339125991043,11.913322546605935,8.943145034559041,Maintenance Automobile
7,6,8,6,5,4,6,5,4,6,4,8,8,5,8,2,6,4,6,12.820655468934133,13.188316254284526,9.9279136386313,10.766795792914065,Robotique
6,2,5,7,7,2,7,5,5,4,2,2,5,6,4,2,3,4,7,8.380691356257431,12.220742993823213,11.359022006652275,12.667473579611283,Pétrochimie
6,6,10,4,5,2,8,6,6,8,3,5,6,3,4,5,4,3,6,8.657961506453574,12.353610490332107,12.446375792271184,11.705845188438978,Pilotage
6,6,4,6,5,2,4,6,3,7,6,7,6,7,5,5,6,2,6,10.235019881042891,9.290892644941906,9.50255456645326,11.652195251217599,Topographie
5,3,9,6,7,3,7,6,5,7,3,5,5,3,5,7,6,4,4,9.273660320178825,13.325498271552654,11.112966652167387,9.827577392087653,Pilotage
6,5,6,7,6,6,6,6,7,5,5,5,3,5,4,5,6,7,5,10.778372020352746,9.078206370021537,9.306127818230387,10.139150598604791,Pétrochimie
10,7,4,5,5,5,7,10,2,7,5,8,7,2,5,6,6,3,4,11.037106138907873,11.652509779430632,15.92953546401614,10.10843926998663,Génie Logiciel
10,7,4,3,3,5,7,9,7,8,5,6,6,7,2,5,7,7,8,11.758652388931512,12.891759330531864,14.781212203048714,9.103583136470862,Big Data
5,6,7,2,4,7,4,4,6,7,4,5,4,4,6,5,8,6,4,11.73898523841424,11.19836090701676,12.543861288923452,12.448310829512373,Objets Connectés (IoT)
4,7,9,5,4,2,9,6,4,6,5,4,5,6,3,6,7,4,3,10.884849068361815,16.642272108018616,12.702476030268006,11.71572915600119,Aéronautique
6,5,10,3,8,7,9,6,7,6,7,8,7,4,5,4,2,2,2,9.270742031069528,14.91626643622825,13.493473975111264,11.465107673481445,Aéronautique
7,5,7,6,5,2,10,7,5,4,7,5,3,6,6,3,6,7,2,10.962053310035845,14.674818761828558,8.810351872387951,13.880093336394506,Aéronautique
9,6,7,5,3,6,6,8,6,5,2,6,2,2,4,5,5,3,2,8.046918376318562,8.7959878125467,17.278404397469107,9.779523701603978,Big Data
10,9,7,2,3,4,6,7,4,3,3,6,2,6,8,8,6,4,2,9.606217516558079,9.522250239523489,17.38183627722273,10.849339167533575,Big Data
4,4,4,3,7,3,7,5,4,3,6,7,4,6,6,6,4,6,7,8.341207606371734,13.896540047925296,8.821933993646473,10.531736117623456,Pétrochimie
10,10,5,4,4,4,3,9,2,3,4,5,5,4,7,6,2,2,3,10.178077545740114,9.483422035114796,15.468204966748191,9.800164917070575,Big Data
7,8,4,5,5,4,3,4,6,5,5,5,2,6,3,4,7,7,2,11.30721792106703,12.769136887713817,10.496932551075567,10.6409865606309,Maintenance Automobile
5,4,6,4,2,2,3,5,4,5,5,3,2,4,6,4,6,6,7,11.752884212056117,8.806262697378457,12.43927178814141,13.225526855292943,Robotique
7,8,8,4,6,5,8,4,7,6,3,7,7,5,7,6,4,6,6,12.547483275299934,12.463663577540302,13.37303979346982,11.803046316535543,Objets Connectés (IoT)
4,4,4,5,4,4,5,6,6,6,4,7,5,5,6,8,6,3,3,12.58922639529391,8.097869990622158,9.874864824410725,9.0152816971205,Cybersécurité
9,8,5,6,2,7,8,8,4,6,2,3,6,7,3,7,4,3,6,8.83725420111121,8.820422831185411,17.862046084316653,12.981220319540434,Big Data
3,8,7,6,4,2,10,6,7,6,6,5,2,6,6,3,4,6,5,11.756151463595074,13.438115253610107,12.06056778325157,8.575821988638445,Aéronautique
6,4,6,5,6,3,9,6,7,5,7,3,8,4,4,6,7,5,6,9.220449579094394,12.16539985163038,13.971976389212717,9.117684084324129,Pilotage
6,4,9,6,6,5,9,3,3,8,7,7,3,4,4,8,2,5,5,8.979952234837922,13.934383057276127,12.639838087365236,9.840964166605934,Aéronautique
6,9,2,2,6,6,3,10,3,4,4,3,7,3,4,7,4,6,2,11.741050123922568,9.685196268870767,13.909631005028473,9.204559819727445,Big Data
8,7,6,5,3,5,10,8,6,6,5,6,6,6,5,6,5,8,7,10.520366127350169,13.193009766641588,10.05661391316715,12.538671311509288,Pilotage
5,5,4,5,4,4,7,7,6,5,6,4,4,4,3,5,7,2,7,12.971492126737704,13.440983919234245,11.301786794057149,9.73680767927759,Robotique
10,6,5,6,7,4,5,7,5,4,4,3,7,7,6,4,6,5,8,8.906118629895094,9.023884511670197,17.52483698106412,10.406835269743542,Intelligence Artificielle
5,5,4,5,7,7,7,8,6,6,7,5,4,5,6,6,4,6,8,11.14580024287883,13.973213731199358,12.170643058155296,10.83324326390115,Pétrochimie
8,3,10,3,5,4,9,5,3,4,3,7,5,6,2,3,7,2,3,9.866521606211132,12.472181793819676,13.56888807629473,10.206831126366179,Pilotage
5,5,8,6,3,6,10,5,4,6,6,6,6,5,5,5,6,8,6,8.571524952551645,12.465729497320662,11.553957240382278,11.265507662664676,Aéronautique
5,2,4,5,6,3,3,4,4,5,5,7,4,8,4,3,2,3,5,13.32129149417396,12.710656274819605,13.432248378118478,11.107828682763119,Objets Connectés (IoT)
9,9,4,6,7,2,3,10,7,6,4,4,7,6,5,7,8,7,6,10.505595522557918,13.629432088820458,17.433305442827695,11.33277437649495,Big Data
9,9,6,3,4,5,4,6,5,7,4,4,2,3,4,4,4,5,6,10.941524267911705,13.459572533418783,17.97057779471633,13.49521651297632,Génie Logiciel
5,8,2,2,4,7,6,4,4,6,4,8,6,6,6,7,5,8,4,10.86904094733189,11.910888419318539,12.762045151366975,8.073746823769424,Robotique
7,7,5,5,6,3,2,6,6,8,2,4,2,8,4,6,4,6,7,9.277847924557852,9.917410665022524,11.436069096514657,8.42670222022858,Objets Connectés (IoT)
5,5,3,3,5,6,4,5,6,5,6,8,7,7,7,6,5,5,3,9.216668312940413,11.115877982990929,13.127114558487849,12.388405743993737,Cybersécurité
5,4,7,5,7,6,8,4,3,4,5,8,6,6,3,3,4,7,7,13.017434588822766,12.115873939699103,11.235560839657003,10.472561511818014,Robotique
4,6,6,7,7,4,6,7,3,2,5,5,5,5,2,6,5,2,7,12.079148836297483,9.602006434318492,10.404466612784784,9.696506722664168,Pétrochimie
7,4,4,3,6,8,7,8,4,6,6,3,7,2,6,6,6,8,4,12.039336733448323,13.673593369680212,12.220722269252834,10.932463976436983,Objets Connectés (IoT)
7,4,2,7,5,5,6,5,4,2,6,4,6,4,4,6,6,3,6,9.716461911448272,9.60198187383631,10.700221013235524,9.684486473615186,Cybersécurité
2,2,6,7,5,7,9,8,6,6,4,3,7,4,5,4,8,3,6,10.311680194612794,13.424414804306885,8.80253966743324,11.051265763507363,Pilotage
10,10,4,5,6,3,6,10,5,8,3,4,6,3,7,2,7,5,5,12.656400911219617,9.652503398127251,13.336954474017121,11.945013931092692,Big Data
5,4,2,3,2,4,4,3,6,5,4,7,3,3,3,3,7,6,6,13.987896249205072,10.372447927126242,11.625886447712846,9.33493873486569,Pétrochimie
7,7,6,3,5,2,3,5,6,5,4,6,6,6,6,8,5,2,8,9.709109981451967,12.731973175175657,12.90096916692873,11.708313393920035,Objets Connectés (IoT)
7,5,9,3,5,5,9,5,5,8,5,6,5,3,8,3,4,5,7,8.601464245738061,14.236665829651127,8.568398978899628,8.934092442948971,Pilotage
7,8,4,6,7,8,5,10,6,5,7,6,5,4,5,6,6,5,5,8.219003426209023,12.174221857310545,17.04398748359405,10.080922940192204,Intelligence Artificielle
7,7,4,6,3,7,5,7,6,7,8,7,6,7,3,6,7,8,7,10.335122726435179,12.947028251018471,9.606887883823758,12.00349076328687,Robotique
3,6,6,4,4,6,6,7,7,8,2,4,8,2,4,8,3,5,5,11.964729983113516,11.78441107481693,12.079441818401955,9.191648919186855,Pétrochimie
7,4,5,5,5,2,4,4,4,5,2,7,7,2,3,5,5,3,4,9.96720727719024,9.422619945198656,11.708219183922665,10.224932601764895,Pétrochimie
8,10,6,3,6,3,6,9,4,4,6,4,8,3,6,7,4,2,5,12.602774062663665,13.08754186143621,14.316315096861073,12.553966875573753,Intelligence Artificielle
8,10,7,7,5,4,4,10,4,6,4,2,4,5,4,5,7,8,5,13.656365132273343,12.220133825882993,14.531639257810227,9.020012018016551,Génie Logiciel
4,4,4,6,4,2,5,5,3,6,6,7,6,4,3,4,7,6,2,11.327991033829754,12.849427936610997,10.234067804330078,11.201517586197763,Robotique
8,7,3,5,3,7,6,3,6,7,5,5,4,8,5,7,7,3,4,13.3182346092879,12.37816493279058,8.89316188486305,9.439042495494633,Robotique
8,6,6,5,7,6,4,10,7,6,3,4,8,5,7,3,6,4,4,9.149603749344264,13.834014430420307,17.0503227007505,11.751630507683881,Intelligence Artificielle
6,8,4,8,8,6,6,7,7,6,2,5,2,8,7,5,3,6,7,11.246968270458533,11.788182842004362,11.14474606725346,8.709053220266611,Objets Connectés (IoT)
9,9,6,3,7,7,6,9,5,6,3,5,5,7,5,5,5,7,6,13.140570868989688,11.403453781691624,16.052823257588276,10.405055147198734,Big Data
7,7,7,8,7,5,3,7,3,6,4,6,2,5,3,6,6,3,3,13.075877544786799,9.479885042279733,8.176086560324414,9.852323909859145,Pétrochimie
8,4,4,7,4,4,2,3,7,6,4,5,7,5,6,7,6,7,2,12.73162185382805,13.150435921893862,9.976906391467672,10.983632841863445,Cybersécurité
10,8,4,3,8,4,6,9,8,8,4,7,7,2,6,6,6,4,5,10.063194538793343,10.046335316391682,13.97162924279001,10.834018690623045,Génie Logiciel
4,5,9,3,6,7,9,4,4,2,5,7,6,7,6,7,4,6,3,9.923013138694264,13.53379068784923,13.39202580258027,11.887837189126301,Aéronautique
3,2,6,6,4,3,2,6,5,6,7,2,3,4,7,6,6,6,5,13.383538961376598,8.045940083741183,12.397143806096489,12.885907336847467,Topographie
8,2,4,7,7,7,6,5,5,4,4,6,5,6,5,5,4,3,4,13.61629982058678,12.953603640228536,11.255192964862282,13.752445778610944,Maintenance Automobile
4,4,6,5,4,5,10,4,5,5,4,4,3,4,2,4,7,4,8,12.59782642966492,12.146973337334053,10.659010069281138,12.309283974038241,Aéronautique
